"id"	"title"	"link"	"price"	"description"	"condition"	"image_link"
"BandLeatherBlackShiny"	"Shiny Black Leather Watch Band "	"http://www.avianneandco.com/store/catalog/product/view/id/2481/"	"69.0000"	"This exclusive Avianne and Co. Shiny Black Leather Watch Band measures to approximately 15/16 Inches in width and 8 Inches in length. The fold over stainless steel  clasp features an Avianne and Co. logo. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//b/a/band-11.jpg"
"BandLeatherBlack"	"Black Leather Watch Band "	"http://www.avianneandco.com/store/catalog/product/view/id/2482/"	"69.0000"	"This exclusive Avianne and Co. Black Leather Watch Band measures to approximately 15/16 Inches in width and 8 Inches in length. The fold over stainless steel  clasp features an Avianne and Co. logo. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//b/a/band-12.jpg"
"LeatherStrap"	"Black Leather Watch Band "	"http://www.avianneandco.com/store/catalog/product/view/id/2567/"	"69.0000"	"This exclusive Avianne and Co. Black Leather Watch Band measures to approximately 15/16 Inches in width and 8 Inches in length. The fold over stainless steel  clasp features an Avianne and Co. logo. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//b/a/band-12_1.jpg"
"BandLeatherYellow2"	"Yellow Leather Watch Band "	"http://www.avianneandco.com/store/catalog/product/view/id/2568/"	"69.0000"	"This exclusive Avianne and Co. Yellow Leather Watch Band measures to approximately 15/16 Inches in width and 8 Inches in length. The fold over stainless steel  clasp features an Ice Trend. logo. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//b/a/band13-1.jpg"
"BandLeatherBlue"	"Blue Leather Watch Band "	"http://www.avianneandco.com/store/catalog/product/view/id/2569/"	"69.0000"	"This exclusive Avianne and Co. Blue Leather Watch Band measures to approximately 15/16 Inches in width and 8 Inches in length. The band features yellow fold over stainless steel clasp. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//b/a/band14-1.jpg"
"BandLeatherBlack2"	"Black Leather Watch Band "	"http://www.avianneandco.com/store/catalog/product/view/id/2570/"	"69.0000"	"This exclusive Avianne and Co. Black Leather Watch Band measures to approximately 15/16 Inches in width and 8 Inches in length. The fold over stainless steel  clasp features an Avianne and Co. logo. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//b/a/band15-1.jpg"
"BandLeatherBrown2"	"Shiny  Brown Leather Watch Band "	"http://www.avianneandco.com/store/catalog/product/view/id/2571/"	"69.0000"	"Shiny  Brown Leather Watch Band "	"used"	"http://www.avianneandco.com/store/media/catalog/product//b/a/band16-1_1.jpg"
"BandLeatherBurgundy"	"Burgundy Leather Watch Band "	"http://www.avianneandco.com/store/catalog/product/view/id/2572/"	"69.0000"	"This exclusive Avianne and Co. Burgundy Leather Watch Band measures to approximately 15/16 Inches in width and 8 Inches in length. The fold over stainless steel  clasp features an Avianne and Co. logo. "	"used"	"http://www.avianneandco.com/store/media/catalog/product//b/a/band-17-1.jpg"
"BandLeatherRed2"	"Red Leather Watch Band "	"http://www.avianneandco.com/store/catalog/product/view/id/2574/"	"69.0000"	"This exclusive Avianne and Co. Red Leather Watch Band measures to approximately 15/16 Inches in width and 8 Inches in length. The fold over stainless steel  clasp features an Avianne and Co. logo. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//b/a/band18-1.jpg"
"BandLeatherBrown3"	"Dark Brown Leather Watch Band "	"http://www.avianneandco.com/store/catalog/product/view/id/2575/"	"69.0000"	"This exclusive Avianne and Co. Dark Brown Leather Watch Band measures to approximately 15/16 Inches in width and 8 Inches in length. The fold over stainless steel  clasp features an Avianne and Co. logo. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//b/a/band19-1.jpg"
