"id"	"title"	"link"	"price"	"description"	"condition"	"image_link"	"category"
"E15823GJ "	"Jade Diamond Heart Gemstone Earrings in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8810/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"379.0000"	"Show the one you love how much you care with these beautiful Heart Earrings. This design features heart shaped jade gemstones surrounded by brilliant round cut diamonds in a 14k yellow gold prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e15823gja.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"ER2604"	"14K Yellow Gold Womens Diamond Garnet Earrings 1.54 Ctw"	"http://www.avianneandco.com/store/catalog/product/view/id/8954/s/14k-yellow-gold-womens-diamond-garnet-earrings-1-54-ctw/"	"499.0000"	"These beautiful womens diamond earrings are crafted in lustrous 14K yellow gold. These earrings are prong set with two oval shaped garnet stones which total to 1.50 carats. Small round cut diamonds are placed on top of each gemstone and total to additional 0.04 carats. The frame measures to 19 mm in length and 5 mm in width. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/r/er2604-1.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"E00160A"	"Coral Diamond Heart Gemstone Earrings in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9012/s/14k-yellow-gold-womens-diamond-garnet-earrings-1-54-ctw/"	"649.0000"	"The center of these earrings contain beautiful coral heart shaped gemstones surrounded by yellow shells and brilliant round cut diamonds in a prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/0/e00160aa_1.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"E0018463 "	"Yellow Shell Diamond Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9013/s/14k-yellow-gold-womens-diamond-garnet-earrings-1-54-ctw/"	"339.0000"	"This simple pair of earrings will get the message across with its shinning yellow shell gemstone surrounded by brilliant round cut diamonds in a prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/0/e0018463a.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"S9492PS "	"Pink Sapphire Diamond Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9346/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"1389.0000"	"Catch a lot of attention with this fabulous design! Handcrafted in beautiful 14k white gold, these earrings feature dazzling round cut diamonds surrounding vibrant pink sapphire gemstone in a lovely invisible setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/9/s9492psa.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"E5521P "	"Pink Sapphire Diamond Heart Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9347/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"1089.0000"	"Meet a class of your own with these bold Heart Earrings! Handcrafted in beautiful 14k white gold, these Heart Earrings feature a lovely heart design covered in shimmering round cut diamonds and genuine designer princess cut pink sapphire gemstones. The color of the diamonds are G/H and the clarity is SI1/SI2."	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/5/e5521pa.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"E1874PS "	"Pink Sapphire Diamond Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9348/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"279.0000"	"These earrings make a stunning addition to any jewelry collection! Handcrafted in beautiful 14k white gold, these earrings feature dazzling round cut diamonds and rich pink sapphire gemstones. The central part of the earring features 9 round pink sapphires held securely in a prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1874psa.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"E5022P "	"Pink Sapphire Diamond Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9349/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"1729.0000"	"These gorgeous earrings are just the right touch of glamour and style! Handcrafted in lustrous 18k white gold, these earrings feature an alluring oval cut natural pink sapphire surrounded by bezel set dazzling round cut diamonds. The earrings also feature baguette cut diamonds leading up to the stem of the earring. The color of the diamonds are G/H and the clarity is SI1/SI2.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/5/e5022pa.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"SE024541"	"Pink Sapphire Diamond Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9350/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"509.0000"	"Treat yourself to this colorful treasure! These gorgeous earrings feature a row of dazzling diamonds surrounding 7 oval cut genuine pink sapphires in a prong setting. The earrings are crafted in lustrous 14k white gold and the diamond color ranges from G/H and the clarity is SI2/SI3.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se024541a.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"S41788P1 "	"Pink Topaz Diamond Drop Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9351/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"449.0000"	"Simply stunning! Handcrafted in lustrous 14k white gold, these earrings feature dazzling round cut diamonds surrounding a large and noticeable marquise cut pink topaz gemstone. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s41788p1b.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"S40110PZ "	"Pink Topaz Diamond Drop Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9352/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"429.0000"	"Simply elegant! Handcrafted in beautiful 14k white gold, these earrings feature dazzling round cut diamonds and genuine pink topaz gemstones in a prong setting. A round pink topaz gemstone sits at the top and bottom of the earring surrounded by additional round cut diamonds. The color of the diamonds are G/H and the clarity is SI1/SI2."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s40110pza.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"S40114PZ "	"Pink Topaz Diamond Designer Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9353/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"399.0000"	"Simply elegant! Handcrafted in beautiful 14k white gold, these earrings feature dazzling round cut diamonds and oval cut genuine pink topaz gemstones in a prong setting. An oval cut pink topaz gemstone sits at the top and bottom of the earring surrounded by additional round cut diamonds. The color of the diamonds are G/H and the clarity is SI1/SI2."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s40114pza.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"S41782PT "	"Pink Topaz Diamond Drop Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9354/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"429.0000"	"Treat yourself to this colorful treasure! Handcrafted in lovely 14k white gold, these earrings feature a highly polished frame covered in dazzling round cut diamonds in a unique prong setting. The stone features in these earrings are an alluring asscher cut rich pink topaz gemstone securely set in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s41782pta.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"S17594Z"	"Pink Topaz Diamond Drop Gemstone Earrings in Two Tone Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9355/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"299.0000"	"Simply gorgeous! Handcrafted in 14k white gold, these earrings feature dazzling round cut diamonds in a square pattern across this lovely highly polished frame. The central stone features is an alluring princess cut rich pink topaz gemstone securely help in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17594za.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"S17612P "	"Pink Topaz Diamond Drop Gemstone Earrings in Two Tone Gold "	"http://www.avianneandco.com/store/catalog/product/view/id/9356/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"399.0000"	"Have everyone in awe with these fantastic earrings! Handcrafted in 14k white and yellow gold, these earrings feature a highly polished frame covered in dazzling round cut diamonds in a lovely prong setting. The central gemstone featured is an oval cut genuine pink topaz securely held in a beautiful 4 prong setting with accents of yellow gold. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17612pa_1.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"S21499P1 "	"Pink Topaz Diamond Designer Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9357/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"449.0000"	"Dress yourself up with something spectacular! This exquisite handcrafted pair of earrings features a lovely 14k white gold highly polished frame covered in shimmering round cut diamonds in a lovely prong setting. The gemstone featured in this pair of earrings is a genuine radiant cut pink topaz securely held in a beautiful 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/2/s21499p1a.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"S17606Z "	"Pink Topaz Diamond Drop Gemstone Earrings in Two Tone Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9358/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"369.0000"	"These earrings will make a stunning addition to any jewelry collection! Handcrafted in 14k white and yellow gold, these earrings feature a lovely oval design covered in dazzling round cut diamonds uniquely prong set around the gemstone. The featured gemstone in this pair of earrings is an alluring oval cut genuine pink topaz gemstone securely held in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17606za.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"SE20768Q "	"Smoky Quartz Diamond Designer Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9359/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"939.0000"	"Be the topic of discussion with this beautiful piece of jewelry! Handcrafted in 14k white gold, these earrings feature a highly polished frame covered in vibrant round cut diamonds uniquely prong set in a pear shape around the large gemstone. The gemstones featured are an oval cut genuine pink topaz and an alluring pear cut smoky quartz gemstone securely held in a 3 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se20768qa.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"S17591PTP "	"Pink Topaz Diamond Drop Gemstone Earrings in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9360/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"279.0000"	"Simply stunning! Handcrafted in lustrous 14k yellow gold, these earrings feature a lovely highly polished frame covered in brilliant round cut diamonds uniquely prong set around the central gemstone. The featured stone in this pair of earrings is an alluring round cut genuine pink topaz gemstone held in a secure 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17591ptpa.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"ESC8451 "	"Created Pink Sapphire Diamond Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9361/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"149.0000"	"Catch a lot of attention with this fabulous design! Handcrafted in lovely 10k white gold, these earrings feature a highly polished frame with a beautifully butterfly design covered in brilliant round cut diamonds. The stone featured is a lab created pink sapphire gemstone held in a secure 4 prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/s/esc8451a.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"E1887PT  "	"Pink Tourmaline Diamond Drop Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9362/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"739.0000"	"These earrings add a touch of colorful sparkle that can be enjoyed for a lifetime! Handcrafted in lustrous 14k white gold, these earrings feature a highly polished frame covered in vibrant round cut diamonds uniquely prong set. The featured stone is an alluring pear cut genuine pink tourmaline gemstone securely set in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1887pta.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"E1891PT "	"Pink Tourmaline Diamond Drop Gemstone Earrings in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9363/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"899.0000"	"These earrings make a stunning addition to any jewelry collection! Handcrafted in beautiful 14k white gold, these earrings feature a highly polished frame covered in dazzling round cut diamonds uniquely prong set. The stones featured in this pair of earrings are an alluring pink tourmaline gemstone in two different cuts: Trilliant and Emerald. The color of the diamonds are G/H and the clarity is SI1/SI2."	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1891pta.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
"E1996P "	"Pink Tourmaline Diamond Convertible Gemstone Earrings Gemstone Pendants in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/9364/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"1189.0000"	"Her heart will melt with these glittering Diamond Designer Earrings! These earrings are handcrafted in 14k white gold and features brilliant round cut diamonds surrounding the central pear cut pink tourmaline gemstone. These earrings also features a unique design that actually turns them into a pendant. The color of the diamonds are G/H and the clarity is SI1/SI2."	"new"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1996pa.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Diamond Fashion Earrings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"
