"id"	"title"	"link"	"price"	"description"	"condition"	"image_link"
"PSC8582S "	"Smoky Quartz Diamond Heart Gemstone Pendant in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8914/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"649.0000"	"This finely polished 14k yellow gold pendant features a beautiful 10.55ct smoky quartz gemstone in the center surrounded by 1 row of brilliant round cut diamonds in a prong setting. The color of the diamonds are G/H and the clarity is SI3/I1.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/s/psc8582sa.jpg"
"GP1747 "	"Smoky Quartz Diamond Designer Gemstone Pendant in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8915/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"859.0000"	"This elegant 14k yellow gold pendant features a lovely oval shaped checkerboard cut smoky quartz gemstone sitting in the center surrounded by brilliant round cut diamonds in a unique design. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//g/p/gp1747a.jpg"
"PB2201 "	"Lemon Quartz Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8916/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"149.0000"	"This simple 14k white gold pendant features a pear cut lemon quartz gemstone sitting in a 2 prong setting with a row of diamonds on the bail. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/b/pb2201a.jpg"
"S17590CT "	"Citrine Diamond Circle Gemstone Pendant in Two Tone Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8917/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"189.0000"	"This elegant 14k white & yellow gold pendant features a lovely round shaped checkerboard cut citrine gemstone sitting in a 4 prong setting surrounded by 1 row of diamonds. The color of the diamonds are H/I and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17590cta.jpg"
"P2391C "	"Unique White Gold Oval Citrine Diamond Gemstone Pendant"	"http://www.avianneandco.com/store/catalog/product/view/id/8918/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"469.0000"	"This luminous 14K white gold pendant features a glowing oval checkerboard cut citrine gemstone that is tension set in a unique frame. The white gold frame is pave encrusted with brilliant round cut and baguette cut diamonds."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/2/p2391ca.jpg"
"P2067G "	"Green Amethyst Diamond Designer Gemstone Pendant in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8919/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"819.0000"	"This simple yet fashionable pendant makes the perfect gift! A large and noticeable rich green amethyst gemstone sits in the center of the pendant surrounded by a row of dazzling diamonds in a handcrafted 14k yellow gold frame. This pendant is a great accessory for any outfit. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/2/p2067ga.jpg"
"P3094 "	"Pink Sapphire Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8923/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"479.0000"	"This elegant 18k white gold pendant features a pear shaped pink sapphire in a 3 prong setting surrounded by baguette and round cut diamonds in a unique pattern. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/3/p3094a.jpg"
"P4530P "	"Pink Sapphire Diamond Square Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8925/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"1529.0000"	"This lustrous pendant will add a classic touch of style to any ensemble! This simply gorgeous handcrafted 14k white gold pendant features a vibrant princess cut pink sapphire in the center surrounded by a row of dazzling brilliant round cut diamonds in a prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/4/p4530pa_1.jpg"
"PB2199C "	"Citrine Diamond Designer Gemstone Pendant in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8926/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"159.0000"	"This simple 14k yellow gold pendant features a marquise cut citrine gemstone in a 2 prong setting with a row of diamonds on the bail. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/b/pb2199ca.jpg"
"GP0442 "	"Purple Amethyst Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8927/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"599.0000"	"This outstanding pendant features a large and noticeable purple amethyst gemstone in a very unique design covered in brilliant round cut diamonds and pink sapphires. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//g/p/gp0442a.jpg"
"PZ71323 "	"Purple Amethyst Diamond Gemstone Pendant in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8928/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"109.0000"	"This simple pendant features a lovely pear cut purple amethyst gemstone surrounded by brilliant round cut diamonds in a prong setting. The color of the diamonds are I/J and the clarity is I1/I2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/z/pz71323a.jpg"
"GP1411 "	"Yellow Sapphire Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8929/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"729.0000"	"A unique design matched with beautiful gemstones will make this pendant perfect for any occasion. This pendant features a vibrant pear cut yellow sapphire surrounded by twinkling round cut diamonds and rich pink sapphires in a prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//g/p/gp1411a.jpg"
"P3111C "	"Citrine Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8930/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"259.0000"	"This simple design features a lovely 2.32ct radiant cut citrine gemstone in a prong setting surrounded by baguette and round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/3/p3111ca.jpg"
"PSC8826 "	"Sapphire Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8931/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"159.0000"	"This simple pendant features emerald cut sapphires in a invisible setting surrounded by 1 row of diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/s/psc8826a.jpg"
"S40349 "	"Sapphire Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8932/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"889.0000"	"The finishing touch to your look! This unique design features an alluring 3.69ct oval cut genuine sapphire in a lovely 4 prong setting surrounded by dazzling brilliant round cut diamonds in a cross pattern. The color of the diamonds are H/I and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s40349a.jpg"
"PSC7030 "	"Blue Topaz Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8933/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"569.0000"	"This amazingly unique design features a beautiful 14.47ct designer cut blue topaz gemstone surrouned by a row of diamonds *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/s/psc7030a.jpg"
"P0028 "	"Ruby Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8934/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"599.0000"	"This beautiful pendant features 3 rows of princess cut rubies separating brilliant round cut diamonds in a prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/0/p0028a.jpg"
"P4067 "	"Ruby Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8935/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"139.0000"	"This simple design features a round cut ruby in a bezel setting surrounded by 5 round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/4/p4067a.jpg"
"P2045CT "	"Citrine Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8936/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"279.0000"	"This amazing design will catch many eyes with its emerald cut citrine gemstones in a cross pattern. The pendant features a row of brilliant round cut diamonds around the edges. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/2/p2045cta.jpg"
"S15629P1 "	"Pink Sapphire Diamond Square Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8937/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"639.0000"	"A lovely princess cut pink sapphire gemstone sits in the center surrounded by a row of brilliant round cut diamonds in a prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s15629p1a.jpg"
"GP0108 "	"Pink Sapphire Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8938/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"479.0000"	"A lovely oval shaped pink sapphire gemstone sits in the center surrounded by brilliant round cut diamonds in a unique prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//g/p/gp0108a.jpg"
"P5565S1 "	"Sapphire Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8939/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"759.0000"	"Treat yourself to this colorful treasure! This eye catching pendant features a beautiful oval cut natural sapphire surrounded by twinkling round cut diamonds in a unique prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5565s1a.jpg"
"P4946S "	"Sapphire Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8940/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"1019.0000"	"Be the topic of discussion with this beautiful piece of jewelry! This unique design features an eye catching 0.85ct pear cut genuine sapphire gemstone in a lovely 3 prong setting surrounded by a row of brilliant round cut diamonds. The color of the diamonds are G/H and the clarity is VS2/SI1. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/4/p4946sa.jpg"
"P5564SA "	"Sapphire Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8941/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"859.0000"	"This elegant design features brilliant round cut diamonds in a circle pattern surrounding an oval cut sapphire gemstone in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5564saa.jpg"
"P1874PS "	"Pink Sapphire Diamond Square Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8942/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"259.0000"	"This simple pendant features brilliant round cut diamonds and pink sapphires in a 14k white gold prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1874psa.jpg"
"P1874YS "	"Yellow Sapphire Diamond Square Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8943/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"259.0000"	"This simple pendant features brilliant round cut diamonds and yellow sapphires in a 14k white gold prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1874ysa.jpg"
"SP25202 "	"Smoky Quartz Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8944/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"259.0000"	"This one of a kind pendant features a 13.94ct designer cut smoky quartz gemstone with 3 brilliant round cut diamonds inside of the stone. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/p/sp25202a.jpg"
"P5564S4 "	"Sapphire Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8945/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"939.0000"	"This pendant makes a stunning addition to any jewelry collection! This elegant design features twinkling round cut diamonds in a circle pattern surrounding an oval cut natural sapphire gemstone in a beautiful 4 prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5564s4a.jpg"
"P1909S1 "	"Sapphire Diamond Square Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8946/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"449.0000"	"This pendant features 4 rows of princess cut sapphires in a invisible setting surrounded by a row of brilliant round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1909s1a.jpg"
"P4067S "	"Sapphire Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8947/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"109.0000"	"This simple design features a round cut sapphire in a bezel setting surrounded by 5 round cut diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/4/p4067sa.jpg"
"PD6300 "	"Sapphire Diamond Heart Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8948/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"219.0000"	"Show the one you love how much you care with this beautiful gemstone pendant. This design features round cut sapphires in a bezel setting surrounded by a row of diamonds. The color of the diamonds are G/H and the clarity is SI1/SI2.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/d/pd6300a.jpg"
"P5295S "	"Sapphire Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8949/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"1100.0000"	"The finishing touch to your look! This beautiful pendant features 2 oval shaped sapphires leading up to bezel set brilliant round cut diamonds in this 18k white gold setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5295sa.jpg"
"P5297SP "	"Sapphire Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8950/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"979.0000"	"Dress yourself up with something spectacular! This beautiful pendant features 2 oval shaped sapphires leading up to bezel set brilliant round cut diamonds in this 18k white gold setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5297spa.jpg"
"P3043 "	"Purple Amethyst Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8951/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"479.0000"	"This simple pendant features a lovely pear cut purple amethyst gemstone surrounded by brilliant round and baguette cut diamonds in a 14k white gold prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/3/p3043a.jpg"
"P6587 "	"Citrine Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8952/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"1249.0000"	"Treat yourself to this colorful treasure! This elegant design features 4 eye catching oval shaped natural citrine gemstones in a prong setting surrounded by brilliant round cut diamonds in a handcrafted 14k white gold setting. The color of the diamonds are G/H and the clarity is VS2/SI1. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/6/p6587a.jpg"
"GP0337P "	"Pink Sapphire Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8955/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"899.0000"	"This elegant handcrafted 18k white gold pendant features a stunning oval shaped pink sapphire surrounded by dazzling brilliant round cut diamonds and sapphires. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//g/p/gp0337pa.jpg"
"P5565RB "	"Ruby Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8956/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"679.0000"	"This elegant design features brilliant round cut diamonds in a circle pattern surrounding an oval cut sapphire gemstone in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5565rba.jpg"
"P1930RB "	"Ruby Diamond Square Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8959/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"509.0000"	"This dazzling 18k white gold pendant features princess cut diamonds and rubies in a unique invisible setting. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1930rba.jpg"
"S17654BT "	"Blue Topaz Diamond Circle Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8960/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"279.0000"	"This must-have pendant consists of a dazzling prong set blue topaz gemstone and brilliant round cut diamonds. The oval shaped checkerboard cut gemstone is surrounded by a row of prong set diamonds. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17654bta.jpg"
"P1913 "	"Sapphire Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8961/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"409.0000"	"This beautiful pendant features princess cut sapphires in a invisible setting surrounded by brilliant round cut diamonds in a prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1913a.jpg"
"P3042A "	"Purple Amethyst Diamond Circle Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8962/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"509.0000"	"This impressive 14k white gold pendant features a lovely 0.25ct purple amethyst gemstone surrounded by baguette and round cut diamonds in a prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/3/p3042aa.jpg"
"P3041"	"Purple Amethyst Diamond Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8963/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"519.0000"	"Show the one you love how much you care with this beautiful pendant. A heart shaped purple amethyst gemstone sits in the center surrounded by baguette and round cut diamonds in a prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/3/p3041a.jpg"
"P3111P "	"Peridot Green Diamond Designer Gemstone Pendant in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8964/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"339.0000"	"This 14k white gold pendant features a lovely radiant cut peridot gemstone surrounded by baguette and brilliant round cut green diamonds in a prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace.
"	"new"	"http://www.avianneandco.com/store/media/catalog/product//p/3/p3111pa.jpg"
