"Mfr Part # "	"Manufacturer"	"Product Title"	"Product Description"	"Category"	"Price"	"Condition"	"MSRP"	"category"	"Product URL"	"Image URL"	"Stock Status"	"Promotional Message"
"BS8326brwnband"	"Avianne & Co"	"Avianne & Co. Mens  Techno Touch Diamond Watch 2.50 Ctw"	"Elegant yet very eye catching, this mens diamond watch is polished in stainless steel case with brown leather band. The brown dial features 3 mother of pearl sub dials  with date indicator window on a four o'clock position with small white luminous hands. The case is set with small round cut diamonds which total to 2.50 carats. The genuine brown leather band closes with a stainless steel deployment clasp. This exquisite mens diamond watch is an ideal accessory for an every day wear. "	"Other Face Diamond Watch"	919	"new"	2750	"Root Catalog>Watches>Root Catalog>Watches>Mens Diamond Watches>Root Catalog>Watches>Mens Diamond Watches>Avianne and Co. Watches>Techno Touch Collection>Root Catalog>Watches>Mens Diamond Watches>Avianne and Co. Watches"	"http://www.avianneandco.com/store/catalog/product/view/id/566/s/avianne-and-co-mens-diamond-watch-2-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/s/bs8326-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"15445redband"	"Avianne & Co"	"Avianne & Co. Womens Queen Collection Diamond Watch 2.85 Ctw"	"This Queen Collection diamond womens watch brings femininity and loveliness to life. The  stainless steel case is pave set with brilliant round cut diamonds placed in rows of three. The pink dial features 3 mother of pearl pink colored sub dials, with silver tone hands and date indicator on a four o'clock position. The dial is also set with round cut diamonds. Genuine red leather band  securely locks with stainless steel deployment clasp.  "	"Other Face Diamond Watch"	1125	"new"	3375	"Root Catalog>Watches>Root Catalog>Watches>Womens Diamond Watches>Root Catalog>Watches>Womens Diamond Watches>Avianne and Co. Watches>Queen Collection>Root Catalog>Watches>Womens Diamond Watches>Avianne and Co. Watches"	"http://www.avianneandco.com/store/catalog/product/view/id/574/s/avianne-and-co-womens-victorian-diamond-watch-1-68-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/5/15445-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"14104bluebnd"	"Avianne & Co"	"Avianne & Co. Womens Queen Collection Diamond Watch 2.25 Ctw"	"This Queen Collection diamond womens watch brings femininity and loveliness to life. The  stainless steel case is pave set with brilliant round cut diamonds. The mother of pearl blue dial features 3 sub dials, with silver tone hands, numeral hour markings and date window indicator on a four o'clock position. Genuine  blue leather band  securely locks with stainless steel deployment clasp which is engraved with Avianne and Co. logo. This is an ideal diamond fashion womens watch for an everyday occasion. "	"Other Face Diamond Watch"	999	"new"	2875	"Root Catalog>Watches>Root Catalog>Watches>Womens Diamond Watches>Root Catalog>Watches>Womens Diamond Watches>Avianne and Co. Watches>Queen Collection>Root Catalog>Watches>Womens Diamond Watches>Avianne and Co. Watches"	"http://www.avianneandco.com/store/catalog/product/view/id/577/s/avianne-and-co-womens-victorian-diamond-watch-1-68-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/4/14104a-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"14104redbnd"	"Avianne & Co"	"Avianne & Co. Womens Queen Collection Diamond Watch 2.25 Ctw"	"This Queen Collection diamond womens watch brings femininity and loveliness to life. The  stainless steel case is pave set with brilliant round cut diamonds which total to 2.25 carats. The mother of pearl pink dial features 3 sub dials, with silver tone hands and numerical hour markings with a date indicator on a four o'clock position. Genuine  red leather band  securely locks with stainless steel deployment clasp which is engraved with Avianne and Co. logo. This is an ideal diamond fashion womens watch for an everyday occasion. "	"Other Face Diamond Watch"	999	"new"	2875	"Root Catalog>Watches>Root Catalog>Watches>Womens Diamond Watches>Root Catalog>Watches>Womens Diamond Watches>Avianne and Co. Watches>Queen Collection>Root Catalog>Watches>Womens Diamond Watches>Avianne and Co. Watches"	"http://www.avianneandco.com/store/catalog/product/view/id/578/s/avianne-and-co-womens-victorian-diamond-watch-1-68-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//q/2/q2-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"14104pinkbnd"	"Avianne & Co"	"Avianne & Co. Womens Queen Collection Diamond Watch 2.25 Ctw"	"This Queen Collection diamond womens watch brings femininity and loveliness to life. The  stainless steel case is pave set with brilliant round cut diamonds. The mother of pearl pink dial features 3 sub dials, with silver tone hands and numerical hour markings with date indicator on a four o'clock position. Genuine pink leather band  securely locks with stainless steel deployment clasp which is engraved with Avianne and Co. logo. This is an ideal diamond fashion womens watch for an everyday occasion. "	"Other Face Diamond Watch"	999	"new"	2875	"Root Catalog>Watches>Root Catalog>Watches>Womens Diamond Watches>Root Catalog>Watches>Womens Diamond Watches>Avianne and Co. Watches>Queen Collection>Root Catalog>Watches>Womens Diamond Watches>Avianne and Co. Watches"	"http://www.avianneandco.com/store/catalog/product/view/id/579/s/avianne-and-co-womens-victorian-diamond-watch-1-68-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/4/14104a-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R4849"	"Avianne & Co"	"14K White Gold Mens Diamond Ring 1.59 Ctw "	"Crafted in highly polished 14K white gold, this mens ring is adorned with brilliant diamonds. The center piece features invisibly set princess cut diamonds, which are surrounded by pave set round cut diamonds and two bezel set round cut diamonds on opposite sides. Unique in appearance, this is an ideal every day  mens diamond ring. "	"Diamond Ring"	1667	"new"	5000	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Hip Hop Jewelry>Root Catalog>Mens>Hip Hop Jewelry>Diamond Hip Hop Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/585/s/14k-white-gold-mens-diamond-ring-1-59-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4849-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R-2662"	"Avianne & Co"	"14K Yellow Gold Mens Diamond Ring 0.49 Ctw "	"Simple yet elegant, this mens diamond ring is crafted in highly polished 14K yellow gold. The center piece is adorned by three large round cut diamonds which are carefully placed on a bezel setting. This is an ideal mens diamond ring at a very affordable price. "	"Diamond Ring"	917	"new"	2750	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/608/s/14k-yellow-gold-mens-diamond-ring-0-49-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_224.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R6248WB"	"Avianne & Co"	"14K Rose Gold Mens Blue Diamond Ring 1.57 Ctw "	"This mens diamond ring is crafted in highly polished 14K Rose Gold. The center piece consists of three rows of invisibly set white and blue diamonds. The center piece is completed with brilliant round blue round cut diamonds channel set on four corners. This is an ideal every day mens diamond ring which gleams with uniqueness and beauty. "	"Diamond Ring"	1600	"new"	4800	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Multi Colored Diamond Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/614/s/14k-rose-gold-mens-diamond-ring-1-57-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/6/R6248WBb.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R6251WY"	"Avianne & Co"	"14K White Gold Mens Yellow Diamond Ring 1.46 Ctw "	"Exquisite until the last detail, this mens diamond ring is crafted in highly polished 14K white gold. The framed cross in the center is invisibly set with brilliant princess cut diamonds with a set of yellow princess cut diamonds on opposite sides. The cross is surrounded with brilliant yellow round cut diamonds held on a gold pave setting. Four channel set and pave set  yellow round cut diamonds are placed on four corners of the center piece. This is an ideal every day fashion mens diamond ring which shines with extravagance and beauty. "	"Diamond Ring"	1342	"new"	4025	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Multi Colored Diamond Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/619/s/14k-white-gold-mens-diamond-ring-1-46-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/6/r6251wy-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R1268"	"Avianne & Co"	"14K White Gold Mens Yellow Diamond Ring 2.25 Ctw "	"This mens yellow diamond ring is crafted in highly polished 14K White Gold. The framed square in the center is invisibly set with small princess cut yellow diamonds with rows of baguette cut diamonds placed in the middle of four corners. The center piece is completed with rows of channel set round cut white diamonds. Brilliant in appearance, this mens diamond ring is a perfect diamond fashion accessory. "	"Diamond Ring"	1625	"new"	4875	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Multi Colored Diamond Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/633/s/14k-white-gold-mens-diamond-ring-2-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/1/R1268b.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R018W"	"Avianne & Co"	"14K White Gold Mens Diamond Ring 1.10 Ctw"	"This elegant mens diamond ring is crafted in highly polished 14K white gold. The bezel set round diamond is surrounded by a number of channel set round cut diamonds. Very sophisticated in appearance, this mens diamond ring is an ideal every day fashion accessory. "	"Diamond Ring"	1500	"new"	4500	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/656/s/14k-white-gold-mens-diamond-ring-1-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_235.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R1045"	"Avianne & Co"	"14K White Gold Mens Diamond Ring 0.78 Ctw"	"This classic mens diamond ring is crafted in highly polished 14K white gold. Seven round cut diamonds are channel set in the center between two black rims. Simple yet very elegant this mens diamond ring is an ideal every day fashion accessory. "	"Diamond Ring"	1484	"new"	4450	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/661/s/14k-white-gold-mens-diamond-ring-0-78-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r1045-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R6472A"	"Avianne & Co"	"14K White Gold Mens Diamond Pinky Ring 2.79 Ctw "	"This exquisite mens diamond pinky ring is crafted in highly polished 14K white gold. The center piece features 49 princess cut white diamonds which are carefully placed on an invisible setting. The sides of the center piece are engraved with four tear drops and two heart shape designs. This mens diamond pinky ring is an ideal every day fashion ring that guarantees an onlookers attention. "	"Diamond Ring"	1459	"new"	4375	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Pinky Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/668/s/14k-yellow-gold-mens-diamond-pinky-ring-2-79-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/6/r6472a-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R13156"	"Avianne & Co"	"14K Rose Gold Mens Diamond Pinky Ring 1.75 Ctw"	"Crafted in highly polished 14K Rose Gold, this mens diamond  pinky ring is invisibly set with princess cut diamonds. Pave set round cut diamonds are also features on the center piece. Very classy and elegant, this mens pinky ring is an ideal every day fashion accessory.  "	"Diamond Ring"	1667	"new"	5000	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Pinky Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/719/s/14k-yellow-gold-mens-diamond-pinky-ring-1-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/1/R13156c.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R6371A"	"Avianne & Co"	"14K Yellow Gold Mens Diamond Pinky Ring 1.69 Ctw "	"This mens pinky ring is crafted in 14K highly polished yellow gold. The center piece features one bezel set round cut diamond which is surrounded by 10 trilliant cut diamonds giving it a brilliant appearance. With the center piece measuring to approximately 3/4 Inches, this mens diamond pinky ring shines with beauty and modernity.  "	"Diamond Ring"	1669	"new"	5000	"Root Catalog>Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Pinky Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/755/s/14k-white-gold-mens-diamond-ring-1-69-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_0902_1.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R1337"	"Avianne & Co"	"14K White Gold Mens Diamond Ring 2.75 Ctw"	"This features mens 14K white gold diamond ring features brilliant princess and round cut diamonds. The center piece is invisibly set with princess cut diamonds and four round cut diamonds. Simple yet very elegant, this mens diamond ring is an ideal every day fashion accessory."	"Diamond Ring"	1549	"new"	4625	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/759/s/14k-white-gold-mens-diamond-ring-2-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_189.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"EM137"	"Avianne & Co"	"18K White Gold Diamond Stud Earrings 1.87 ctw"	"These stunning 18K Gold Diamond Earring Studs feature clean white diamonds amounting to 1.87 carats in total carat weight. Possessing amazing diamond quality and even more profound craftsmanship, this sparkling set of G-color, VS1/VS2 clarity  Diamond Earring Studs make the perfect gift."	"Diamond Earring"	692	"new"	2075	"Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/765/s/18k-white-gold-womens-diamond-earrings-1-87-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//2/_/2_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R208"	"Avianne & Co"	"14K White Gold Mens Diamond Ring 2.07 Ctw"	"This masculine mens diamond ring is channel set with four rows of princess cut diamonds. Two opposite sides of the band are prong set with two rows of two round cut diamonds. Sophisticated in appearance, this mens diamond ring is crafted in highly polished 14K White Gold."	"Diamond Ring"	1667	"new"	5000	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/779/s/14k-white-gold-mens-diamond-ring-2-07-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_177.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R6095"	"Avianne & Co"	"14K White Gold Mens Diamond Ring 1.33 Ctw"	"This masculine mens diamond ring showcases unique center piece which is channel set with round cut diamonds and invisibly set princess cut diamonds. Crafted in highly polished 14K White Gold, this mens diamond ring is an ideal diamond accessory for a special night out."	"Diamond Ring"	1259	"new"	3750	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/780/s/14k-white-gold-mens-diamond-ring-1-33-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/6/r6095-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5591"	"Avianne & Co"	"14K White Gold Womens Diamond Cocktail Ring 1.01 Ctw"	"This exquisite womens diamond cocktail ring features brilliant center piece with four rows which are prong set with numerous small round cut diamonds. Crafted in highly polished 14K white gold, this womens diamond cocktail ring is an ideal accessory for an every day apparel. "	"Diamond Ring"	1332	"new"	3995	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/790/s/14k-white-gold-womens-diamond-ring-1-01-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8662_1.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"S16037B"	"Avianne & Co"	"14K White Gold Womens Diamond Cocktail Ring 0.96 Ctw"	"This elegant womens cocktail ring is highlighted with brilliant prong set round cut diamonds carefully set on the intertwined design. The band is crafted in highly polished 14K white gold. This womens diamond cocktial ring gleams with beauty and uniqueness."	"Diamond Ring"	1132	"new"	3395	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/792/s/14k-white-gold-womens-diamond-ring-0-96-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8550.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"S16030"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 1.13 Ctw"	"Gleaming with elegance and beauty, this womens diamond ring is crafted in highly polished 14K white gold. The center piece features intertwined rows of prong set round cut diamonds. Modern and unique, this womens diamond ring is an ideal every day fashion accessory."	"Diamond Ring"	1250	"new"	3750	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/794/s/14k-white-gold-womens-diamond-ring-1-13-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s16030-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R4462"	"Avianne & Co"	"18K White Gold Womens Diamond Wedding Band 0.47 Ctw"	"This simple yet very elegant womens diamond wedding band is crafted in striking 18K white gold. The center piece is pave set with very small round cut diamonds carefully placed on a regal design. This womens wedding band is an ideal gift at a very affordable price. "	"Diamond Ring"	750	"new"	2250	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/798/s/18k-white-gold-womens-diamond-wedding-band-0-47-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8639_1.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"SDR3020"	"Avianne & Co"	"Diamond Ring in White Gold"	"This beautiful ring features a unique design with brilliant round cut diamonds covering it. The ring also features 14k white gold prong and bezel settings. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Diamond Ring"	369	"new"	1110	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/801/s/14k-white-gold-womens-diamond-ring-0-49-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/d/sdr3020a_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"MR7856A"	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 1.07 Ctw"	"This delicate womens diamond wedding band is crafted in 14K white gold. The center is prong set with round cut diamonds which are carefully placed in three rows. The middle row is placed with larger round cut diamonds. Very classy and elegant, this wedding band is an ideal gift for that special day."	"Diamond Ring"	1632	"new"	4895	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/803/s/14k-white-gold-womens-diamond-wedding-band-1-07-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8598_1.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R4464F"	"Avianne & Co"	"18K White Gold Womens Diamond Wedding Band 0.73 Ctw"	"This elegant womens diamond wedding band is crafted in highly polished 18K white gold. The center piece is shaped into arrows which are pave set with small round cut diamonds. Larger round cut diamonds are channel set in between each arrow and two frames on opposite sides of the center piece are also pave set with round cut diamonds. Elegant to the last detail, this womens diamond wedding ring an ideal gift for that special day."	"Diamond Ring"	1492	"new"	4475	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/805/s/18k-white-gold-womens-diamond-wedding-band-0-73-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4464f-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"S5959B"	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 0.24 Ctw"	"This elegant womens wedding band is crafted in 14K white gold. The pave set round cut diamonds placed strategically to form a beautiful design in the center of the band. This is an ideal womens diamond wedding band which could also be worn as an every day fashion diamond accessory."	"Diamond Ring"	354	"new"	1060	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/808/s/14k-white-gold-womens-diamond-wedding-band-0-24-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8612.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"S45851"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.10 Ctw"	"This exquisite womens diamond ring is crafted in 14K white gold. The round center piece is crafted with delicate flowers which are pave set and bezel set with very small round cut diamonds. The center of the piece is pave set with four small round cut diamonds and the round frame is bezel set with four  diamonds. Very delicate and regal in design, this womens diamond ring is an ideal every day fashion accessory for a very affordable price. "	"Diamond Ring"	420	"new"	1260	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/811/s/14k-white-gold-womens-diamond-ring-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_1355.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"SDR2991"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.53 Ctw"	"This stylish womens diamond ring is designed to form a beautiful blossomed flower in the center piece framed by a square. The flower is pave set with small round cut diamonds with one bezel set round cut diamond in the center. Three small bezel set round cut diamonds are also placed on two opposite sides of the center piece. The 14K White Gold womens diamond  is pave set half way with small round cut diamonds. This is a perfect every day fashion accessory which gleams with elegance and beauty."	"Diamond Ring"	449	"new"	1345	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/813/s/14k-white-gold-womens-diamond-ring-0-53-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8632_1.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"S45793W"	"Avianne & Co"	"14K White Gold Womens Diamond Cocktail Ring 0.11 Ctw"	"This elegant womens diamond ring is crafted in 14K White Gold. The regal design framed in a round center piece is pave set with brilliant small round cut diamonds. An artistic design is also crafted half way around the band. This every day fashion womens diamond ring is extremely charming and affordable."	"Diamond Ring"	534	"new"	1600	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/814/s/14k-white-gold-womens-diamond-ring-0-11-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s45793w-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"S45792W"	"Avianne & Co"	"14K White Gold Womens Diamond Cocktail Ring 0.20 Ctw"	"This elegant womens diamond ring is crafted in 14K White Gold. The oval shaped center piece is is pave set and bezel set with brilliant small round cut diamonds. The delicate designs in the center contribute to this diamond rings beautiful appearance."	"Diamond Ring"	474	"new"	1420	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/815/s/14k-white-gold-womens-diamond-ring-0-20-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_1342.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"S45850W"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.08 Ctw"	"This modern in appearance womens diamond ring features small round cut diamonds pave set on a very artistic design in the center of the band. This 14K white gold womens diamond ring is an ideal fashion accessory for an every day wear."	"Diamond Ring"	429	"new"	1285	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/818/s/14k-white-gold-womens-diamond-ring-0-08-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s45850w-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R8485"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.63 Ctw"	"This beautifully designed womens diamond ring is crafted in 14K White Gold. The rounded center is pave set with seven cluster stones and surrounded with another set of small pave set round cut diamonds. The band is pave set half way with round cut diamonds. This lovely womens diamond ring is an ideal fashion accessory for an every day apparel. "	"Diamond Ring"	1190	"used"	3570	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/822/s/14k-whtie-gold-womens-diamond-ring-0-63-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/8/r8485-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"RSC8518"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.10 Ctw"	"This charming womens diamond ring features artistic design which is pave set with small round cut diamonds. This elegant 14K white gold womens diamond ring is an ideal every day fashion accessory at a very affordable price"	"Diamond Ring"	317	"new"	950	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/825/s/14k-white-gold-womens-diamond-ring-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/s/rsc8518-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"RSC8520"	"Avianne & Co"	"14K White Gold Womens Diamond Flower Ring 0.13 Ctw"	"This elegant womens flower ring is crafted in 14K white gold. The square center piece featured elegant flower which is pave set and bezel set with small round cut diamonds. The band also featured two bezel set and four pave set diamonds on both sides. This charming and stylish womens diamond flower ring is an ideal every day accessory which gleams with beauty."	"Diamond Ring"	500	"new"	1500	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/826/s/14k-white-gold-womens-diamond-ring-0-13-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/s/rsc8520-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"S45792P"	"Avianne & Co"	"14K Rose Gold Womens Diamond Cocktail Ring 0.20 Ctw"	"This elegant womens diamond ring is crafted in 14K Rose Gold. The oval shaped center piece is pave set and bezel set with brilliant small round cut diamonds. The delicate designs in the center contribute to this diamond rings beautiful appearance."	"Diamond Ring"	480	"new"	1440	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/827/s/14k-white-gold-womens-diamond-ring-0-20-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_1372.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
